block_id,block_start_time,block_end_time,rows,positive_count,positive_rate,p_adic_tree_scan_llr,tree_scan_depth,tree_scan_node,tree_scan_observed,tree_scan_expected,tree_scan_support_ok,p_adic_conditional_tree_scan_llr,conditional_tree_scan_depth,conditional_tree_scan_node,conditional_tree_scan_parent_node,conditional_tree_scan_observed,conditional_tree_scan_parent_observed,conditional_tree_scan_expected,conditional_tree_scan_support_ok,flat_tuple_scan_llr,marginal_column_scan_llr,reversed_hierarchy_tree_scan_llr,random_hierarchy_tree_scan_llr_seed_11,random_hierarchy_tree_scan_llr_seed_17,random_hierarchy_tree_scan_llr_seed_23,random_hierarchy_tree_scan_llr_seed_31,random_hierarchy_tree_scan_llr_seed_47,category_entropy_temporal,transaction_count_signal
20,1519900035.0,1519900039.0,1035,305,0.2946859903381642,721.5016219490453,2,0,748,188.23657834530763,True,396.277632213043,2,0,0,748,1025,309.95769377443037,True,23.48532267226662,809.9368202411532,810.845826463216,799.3565367940364,799.0474375002949,809.9368202411532,164.10239484920234,809.9423345769703,11.089625437389305,1035.0
21,1519900039.0,1519900039.0,1035,731,0.706280193236715,906.3244398239221,2,0,818,188.23657834530763,True,526.2038230072724,2,0,0,818,1034,312.6792735246449,True,3.803115258844408,1006.5731141874102,1008.0343143659943,993.7408458945026,993.3944322117213,1006.5731141874102,255.93760116831595,1006.5790305791958,10.578623608096738,1035.0
22,1519900039.0,1519900091.0,1035,767,0.7410628019323672,78.82928205336981,4,387515384525,24,0.33925452972901504,True,76.41846478992437,3,387515384525,13147,24,318,0.38579249457125675,True,65.73961998097032,91.88245473781018,92.20719719088095,77.7297089177869,79.42201346329239,91.88245473781018,65.73961998097032,91.88442367100043,9.863772741695724,1035.0
23,1519900091.0,1519900189.0,1034,826,0.7988394584139265,109.57446740674754,3,680139614562,31,0.3413497415866552,True,109.31662893379064,3,680139614562,13147,31,295,0.35788926383182623,True,49.94575349763494,109.57378675767201,49.94575349763494,49.94575349763494,96.14640044706161,88.56067218751583,96.14580906428694,88.61451248885967,8.654515909202381,1034.0
24,1519900189.0,1519900326.0,1035,722,0.6975845410628019,22.6010903711186,6,392795360660600054103,91,41.99058049841772,True,24.89368764987917,3,0,0,176,200,132.7628720718605,True,22.6010903711186,16.2259910810645,22.6010903711186,22.6010903711186,22.6010903711186,22.6010903711186,22.6010903711186,22.6010903711186,8.562793086894516,1035.0
25,1519900326.0,1519900471.0,1035,758,0.7323671497584541,7.715993979732495,6,1037074801,71,43.42921776107595,True,18.342567961883336,3,0,0,152,176,116.83132742323724,True,7.715993979732495,7.338080743591121,7.715993979732495,7.715993979732495,7.715993979732495,7.715993979732495,7.715993979732495,7.715993979732495,7.577952451402415,1035.0
26,1519900471.0,1519900625.0,1034,766,0.7408123791102514,6.5701813766089785,6,392765483475398668918,416,359.8713794391702,True,9.128943550219535,3,0,0,108,130,86.29586684670933,True,6.5701813766089785,10.178826642875627,10.178826642875627,10.387152276734884,7.286484342650446,10.178826642875627,6.5701813766089785,10.178826642875627,7.975167720313316,1034.0
27,1519900625.0,1519900737.0,1035,791,0.7642512077294686,226.27830749651037,3,680139614562,55,0.3416798670620775,True,218.64189504037466,3,680139614562,13147,55,343,0.4161220932010725,True,125.72337195311897,226.27709403353097,125.72337195311897,125.72337195311897,188.49828091399863,175.78869661720077,188.49726887747272,175.881727822623,8.726950016158767,1035.0
28,1519900737.0,1519900813.0,1035,930,0.8985507246376812,422.38395829545686,2,0,609,188.23657834530763,True,225.74166552275503,2,0,0,609,958,289.69704452283344,True,72.31033114972172,426.26843985733535,419.5695411709053,430.59330863038105,441.868639182634,419.5695411709053,109.97257098221539,419.57369399901285,11.323375964224653,1035.0
29,1519900813.0,1519900813.0,1034,1034,1.0,933.4450298267636,2,0,827,188.05470725511896,True,545.9507216431418,2,0,0,827,1034,312.6792735246449,True,3.804937797541452,1012.6624994152394,1014.1245392670072,1022.1142646366675,1021.7629667889953,1012.6624994152394,255.68481229413158,1012.6684192106826,10.431972718771297,1034.0
30,1519900813.0,1519900900.0,1035,905,0.8743961352657005,321.55163903198036,3,680139614562,73,0.3416798670620775,True,311.74196836830805,3,680139614562,13147,73,348,0.42218801292703567,True,177.8799385227115,321.5500259530763,222.31571819853633,177.8799385227115,267.54485125743076,249.3973718463823,267.5435071209538,249.52088531162153,10.565831908627654,1035.0
31,1519900900.0,1519901032.0,1035,837,0.808695652173913,231.42334236317816,3,680139614562,56,0.3416798670620775,True,221.45566590711812,3,680139614562,13147,56,356,0.43189348448857673,True,130.804190497791,231.42210669931416,130.804190497791,130.804190497791,193.6239822288635,180.90387541991805,193.6229480523408,180.99908392961285,8.920226136064407,1035.0
32,1519901032.0,1519901081.0,1035,820,0.7922705314009661,105.85201149187355,6,392765483475398668918,590,360.2194175237342,True,51.41164591170211,2,13147,0,307,434,202.58643340642578,True,105.85201149187355,110.69237382447834,105.85201149187355,144.79620869263798,110.69237382447834,105.85201149187355,105.85201149187355,105.85201149187355,5.96680761510882,1035.0
33,1519901081.0,1519901178.0,1034,871,0.8423597678916828,137.3725495651222,3,680139614562,37,0.3413497415866552,True,136.18380967298208,3,680139614562,13147,37,304,0.3688079193385599,True,76.97094134913479,137.37173571073836,76.97094134913479,76.97094134913479,114.69126725405118,107.04806985711996,114.69058731128958,107.11061937555438,8.162579594653309,1034.0
34,1519901178.0,1519901258.0,1035,656,0.633816425120773,132.6297239541439,3,680139614562,36,0.3416798670620775,True,128.24358875151384,3,680139614562,13147,36,331,0.40156388585876096,True,72.31033114972172,132.62893230797403,72.31033114972172,72.31033114972172,109.97322877879347,102.34262260759128,109.97257098221539,102.40299424892365,9.464068039116677,1035.0
35,1519901258.0,1519901258.0,1035,1035,1.0,805.4277129299784,2,0,781,188.23657834530763,True,484.99925752590957,2,0,0,781,1002,303.0025455238822,True,3.7135351409751802,850.9181799615369,852.3049380844693,887.790187924176,887.4634975613158,850.9181799615369,250.62501176091234,850.923794811346,11.109662273018472,1035.0
36,1519901258.0,1519901260.0,1034,1034,1.0,749.9960770247446,2,0,759,188.05470725511896,True,413.7476193661652,2,0,0,759,1028,310.86488702450185,True,35.82538556675987,869.7178263367571,869.7178263367571,829.377006072647,829.0619564886133,869.7178263367571,180.67233166456836,869.7234811407668,11.146768051484766,1034.0
