block_id,block_start_time,block_end_time,rows,positive_count,positive_rate,p_adic_tree_scan_llr,tree_scan_depth,tree_scan_node,tree_scan_observed,tree_scan_expected,tree_scan_support_ok,p_adic_conditional_tree_scan_llr,conditional_tree_scan_depth,conditional_tree_scan_node,conditional_tree_scan_parent_node,conditional_tree_scan_observed,conditional_tree_scan_parent_observed,conditional_tree_scan_expected,conditional_tree_scan_support_ok,flat_tuple_scan_llr,marginal_column_scan_llr,reversed_hierarchy_tree_scan_llr,random_hierarchy_tree_scan_llr_seed_11,random_hierarchy_tree_scan_llr_seed_17,random_hierarchy_tree_scan_llr_seed_23,random_hierarchy_tree_scan_llr_seed_31,random_hierarchy_tree_scan_llr_seed_47,category_entropy_temporal,transaction_count_signal
63,13949056.0,13990904.0,1845,51,0.027642276422764227,14.003061651340985,1,0,1481,1385.1701488308654,True,12.97980503469437,5,41998988,461465,4,5,0.10479797979797979,True,9.282942769776316,14.923576142608496,10.881817018024382,9.282942769776316,9.282942769776316,9.282942769776316,9.282942769776316,14.003061651340985,6.711265078409671,1845.0
64,13990941.0,14056744.0,1846,66,0.035752979414951244,12.345452849198878,5,83536512,33,12.090265918516712,True,12.835465690039957,4,461466,7504,62,82,39.53714497489977,True,12.345452849198878,4.871135552543585,13.144908939144107,12.345452849198878,13.43729055526699,12.345452849198878,12.345452849198878,12.345452849198878,6.9038094969384325,1846.0
65,14056755.0,14085700.0,1845,54,0.02926829268292683,13.079337108341466,5,14307308,36,13.422504550828531,True,11.831186713437292,4,684666,3723,14,44,3.0941920880703737,True,13.079337108341466,11.046012565086272,23.966518015956822,23.966518015956822,13.079337108341466,13.079337108341466,23.966518015956822,13.079337108341466,6.927375141637109,1845.0
66,14085730.0,14152632.0,1846,94,0.050920910075839654,26.137563857715065,1,1,270,172.8637681086746,True,20.124376580280884,5,28153149,461467,14,46,1.5706880912271608,True,21.457595616370032,26.137563857715065,24.213210181561905,24.213210181561905,22.751143291735104,22.67521654108984,24.213210181561905,26.137563857715065,7.213128642639486,1846.0
67,14152634.0,14219413.0,1845,73,0.03956639566395664,102.04054161737545,1,1,376,172.77012576408703,True,59.59349436957406,4,684666,3723,42,79,5.555481249035443,True,70.28739538806454,102.04054161737545,70.28739538806454,70.28739538806454,83.1056338538869,70.28739538806454,70.28739538806454,102.04054161737545,7.72242385681986,1845.0
68,14219456.0,14251917.0,1846,37,0.020043336944745395,1042.9176951704153,5,684666,289,3.157095226478003,True,676.9366924603602,4,684666,3723,289,316,22.221924996141773,True,1042.9176951704153,449.4657912822956,1042.9176951704153,1042.9176951704153,1042.9176951704153,1042.9176951704153,1042.9176951704153,1042.9176951704153,7.955123341746823,1846.0
69,14251967.0,14317603.0,1845,48,0.026016260162601626,45.51444954817752,5,684666,32,3.15538499071068,True,40.001322822566,4,684666,3723,32,69,4.852255774473996,True,45.51444954817752,17.613817788987845,58.932620895565826,58.932620895565826,45.51444954817752,45.51444954817752,58.932620895565826,45.51444954817752,6.999239288626355,1845.0
70,14317608.0,14352648.0,1846,57,0.03087757313109426,14.90822439652667,5,484611938,7,0.32102138733024316,True,14.509908631602528,5,484611938,7503,7,820,0.34154790300734755,True,14.90822439652667,13.637158844887672,15.709324202115315,14.90822439652667,15.709295772083228,14.90822439652667,14.90822439652667,15.709295772083228,6.894825192060882,1846.0
71,14352676.0,14417365.0,1845,51,0.027642276422764227,65.11714819863232,5,684666,40,3.15538499071068,True,75.05288165204534,4,684666,3723,40,55,3.867740110087967,True,65.11714819863232,29.954644993627177,65.11714819863232,65.11714819863232,65.11714819863232,65.11714819863232,65.11714819863232,65.11714819863232,6.737100514703544,1845.0
72,14417374.0,14482332.0,1845,77,0.04173441734417344,11.744915085831531,5,360907233,5,0.18235216844633775,True,14.606340380636306,4,461466,7504,57,72,34.71554192918028,True,11.744915085831531,13.741993933885624,16.6808817430085,13.879515820869678,11.744915085831531,11.744915085831531,13.879515820869678,11.744915085831531,6.550641672444081,1845.0
73,14482332.0,14515958.0,1846,63,0.03412784398699892,25.503478079784045,1,0,1514,1385.920918559229,True,11.956913526882916,5,70144573,915368,26,38,11.360517545579297,True,8.042922626363687,25.55197185617844,10.314868024285285,10.314868024285285,10.541016844640541,8.611506696062008,10.314868024285285,25.503478079784045,6.733398276164673,1846.0
74,14515997.0,14582281.0,1845,69,0.03739837398373984,11.24094305046654,5,28149428,7,0.5609060371197477,True,12.966620653152958,5,28149428,457746,7,20,0.5180132167981241,True,11.24094305046654,8.132163285530517,11.24094305046654,11.24094305046654,11.24094305046654,11.24094305046654,11.24094305046654,11.24094305046654,6.755721224844345,1845.0
75,14582286.0,14643579.0,1846,85,0.04604550379198267,7.879595381409683,4,461405,33,15.190873184495496,True,17.677097935207932,4,461466,7504,53,63,30.376099188032747,True,7.318216450349816,23.06151998810722,18.989051624222455,13.84268981418452,10.030356555495647,7.879595381409683,13.84268981418452,7.318216450349816,6.735344699977822,1846.0
76,14643649.0,14678639.0,1845,77,0.04173441734417344,35.427742836377874,1,0,1535,1385.1701488308654,True,7.415329626062311,4,461466,7504,43,59,28.447457969744953,True,7.5660231246179706,47.106924557381035,7.5660231246179706,14.722974989567547,7.5660231246179706,16.74646122172166,7.5660231246179706,35.427742836377874,6.387443190274493,1845.0
