block_id,block_start_time,block_end_time,rows,fraud_count,fraud_rate,flat_tuple_rarity_mean,category_entropy_temporal,transaction_count_signal,p_adic_multiresolution_temporal,p_adic_weighted_depth_temporal,p_adic_p95_temporal,p_adic_depth1_mean,p_adic_depth2_mean,p_adic_depth3_mean,p_adic_depth4_mean,p_adic_depth5_mean,p_adic_ewma_temporal,p_adic_cusum_temporal,flat_ewma_temporal,flat_cusum_temporal,high_fraud_block,isolation_forest_block_features
57,13609717.0,13655985.0,1846,60,0.032502708559046585,0.9386817138064417,6.40447848027842,1846.0,0.6598151828819285,0.7527095370543518,0.9785750342660382,0.3496433264267024,0.5298443329642963,0.7357236704210357,0.7451828707911665,0.9386817138064417,0.7530679907040788,0.0,0.9385555200837145,0.016827891807210005,0,0.40905484276804904
58,13655986.0,13721074.0,1845,43,0.023306233062330622,0.940507084365799,6.50663249987694,1845.0,0.6699644516523392,0.7613686220300842,0.9761396717146391,0.3602834833483226,0.5459970744427131,0.7464221880309265,0.7566124280739349,0.940507084365799,0.7551431485355802,0.003910487738890467,0.9390434111542356,0.018930324227081297,0,0.37948284027983364
59,13721139.0,13781163.0,1846,76,0.041170097508125676,0.9417562542967237,6.657429941186689,1846.0,0.6754274516900745,0.7649214535080587,0.9799874636445692,0.3754091850113977,0.5505236542962675,0.749208621850604,0.7602395429953799,0.9417562542967237,0.7575877247786998,0.011373806955755517,0.9397216219398576,0.02228192657787731,0,0.3862260472461602
60,13781180.0,13821672.0,1845,43,0.023306233062330622,0.9460880428581641,7.253560656973728,1845.0,0.6825879560209703,0.7753363247546158,0.9762815832581153,0.34924226326808455,0.5782939195754409,0.7634876630031971,0.775827891399965,0.9460880428581641,0.7620248747726789,0.02925199741917761,0.9413132271694343,0.029965317490113663,0,0.5627159156558152
61,13821695.0,13888112.0,1846,43,0.023293607800650054,0.9617909706295603,8.032452586224348,1846.0,0.7470921794547632,0.8336726216211194,0.9871104118610636,0.37947368332411013,0.7114204649605198,0.8372832555146653,0.8454925228449612,0.9617909706295603,0.779936811484789,0.10546648474910336,0.9464326630344658,0.053351636173746275,0,0.7727935073932228
62,13888130.0,13948977.0,1845,55,0.02981029810298103,0.9441739160095441,7.0984536976579165,1845.0,0.694755800221727,0.7795764693220094,0.9808992745628989,0.4032805379502998,0.586523594576032,0.7627540776109797,0.7770468749617794,0.9441739160095441,0.7798467259440941,0.1275848197799191,0.9458679762782354,0.05912090023736272,0,0.5407001862722223
63,13949056.0,13990904.0,1845,51,0.027642276422764227,0.9421885568419418,6.711265078409671,1845.0,0.6798192867717464,0.7694211230635691,0.9766245445124194,0.3710838097148398,0.564284954824275,0.7554361075302659,0.7661030049474098,0.9421885568419418,0.7772403252239628,0.13954780855229454,0.944948121419162,0.06290480513337682,0,0.41228964199658563
64,13990941.0,14056744.0,1846,66,0.035752979414951244,0.941763451495795,6.9038094969384325,1846.0,0.6877835196609713,0.773069146461901,0.9800566225386955,0.3998051119644586,0.572468003906888,0.7570453040795555,0.7678357268581594,0.941763451495795,0.7761975305334473,0.1551588207230018,0.9441519539383202,0.0662636046832441,0,0.47925970911043386
65,14056755.0,14085700.0,1845,54,0.02926829268292683,0.9431495605548774,6.927375141637109,1845.0,0.6842551418082629,0.7703551137503818,0.9785857319560057,0.3990605166908153,0.5618545326161315,0.7520350751596976,0.7651760240197928,0.9431495605548774,0.774736926337681,0.1680558001821899,0.9439013555924596,0.07100851329219382,0,0.468815106855994
66,14085730.0,14152632.0,1846,94,0.050920910075839654,0.9456803372793017,7.213128642639486,1846.0,0.7060395863062469,0.7865036172614558,0.9811702269916089,0.43561853752914875,0.5959995566231997,0.7700630786485574,0.782836421451027,0.9456803372793017,0.7776785990686247,0.197101283152452,0.94434610101417,0.07828419862556779,1,0.5917232013456385
67,14152634.0,14219413.0,1845,73,0.03956639566395664,0.9507473067559881,7.72242385681986,1845.0,0.7329283368924352,0.807435165231203,0.9820954100223983,0.47895751065624187,0.6334898672274256,0.7939342997130704,0.8075127001094501,0.9507473067559881,0.7851177406092692,0.24707831409246128,0.9459464024496246,0.09062685343562815,0,0.6891716836469326
68,14219456.0,14251917.0,1846,37,0.020043336944745395,0.9557198038450184,7.955123341746823,1846.0,0.7438583289155019,0.8162468865560613,0.9811702269916089,0.4972545952058369,0.6477592072807457,0.8019008836351312,0.8166571546107765,0.9557198038450184,0.7929000270959672,0.30586706635732885,0.948389752798473,0.10794200533471887,0,0.7019770145345806
69,14251967.0,14317603.0,1845,48,0.026016260162601626,0.9467085102352377,6.999239288626355,1845.0,0.6937974187474298,0.779322536167895,0.9785884063784976,0.4013916971684009,0.582197129127043,0.7642494929061214,0.7744402643003462,0.9467085102352377,0.7895056543639491,0.3277314682340302,0.9479694421576642,0.11624586362402889,0,0.5530942115064957
70,14317608.0,14352648.0,1846,57,0.03087757313109426,0.9444965100850974,6.894825192060882,1846.0,0.6826083798486902,0.7715661784288196,0.9785750342660382,0.3773437008494733,0.5672295893193186,0.7566811494395502,0.7672909495500114,0.9444965100850974,0.7850207853801668,0.3418395123716561,0.9471012091395224,0.12233772176319857,0,0.47312569700607116
71,14352676.0,14417365.0,1845,51,0.027642276422764227,0.9427124460393135,6.737100514703544,1845.0,0.6756296378739536,0.7658257880101617,0.9780675960284826,0.36960513673936257,0.5541890737882407,0.7507248255713929,0.760916707231459,0.9427124460393135,0.7802220360376655,0.3502071660906241,0.9460040183644702,0.12664551585658435,0,0.4152271309899001
72,14417374.0,14482332.0,1845,77,0.04173441734417344,0.9422131471239494,6.550641672444081,1845.0,0.6772884019483059,0.766132176989874,0.9785750342660382,0.3777225851989741,0.5566055313797547,0.7496197128855252,0.7602810331533263,0.9422131471239494,0.7766995712757176,0.3588812087893044,0.94505630055434,0.13045401103460608,1,0.4202558761933186
73,14482332.0,14515958.0,1846,63,0.03412784398699892,0.9417218085209839,6.733398276164673,1846.0,0.6719817859115378,0.7632323016270478,0.9741622371544145,0.36002925819654896,0.5530515281966674,0.7466821713630416,0.7584241632804472,0.9417218085209839,0.7733327538635502,0.3646553761251585,0.944222677546001,0.13377116760966223,0,0.4031044179117558
74,14515997.0,14582281.0,1845,69,0.03739837398373984,0.9425408046478417,6.755721224844345,1845.0,0.6813093469707137,0.7687824921721955,0.9785884063784976,0.38761500220558326,0.5608091813141579,0.7525269922341186,0.7630547544518671,0.9425408046478417,0.7721951884407114,0.37597973400616036,0.9438022093214612,0.13790732031157626,0,0.41761726033622343
75,14582286.0,14643579.0,1846,85,0.04604550379198267,0.9411582810084239,6.735344699977822,1846.0,0.684580509642644,0.7715149783958165,0.9785884063784976,0.38771508881715816,0.5700637808474478,0.7567709697776857,0.7671944277625047,0.9411582810084239,0.7720251359294877,0.3900365781107832,0.9431412272432018,0.14066094937407247,1,0.45164097961202626
76,14643649.0,14678639.0,1845,77,0.04173441734417344,0.9376541455315265,6.387443190274493,1845.0,0.6616181389444022,0.7536102819223626,0.9782908768762745,0.35426806845543135,0.5329400369472554,0.7371784163233268,0.7460500274644707,0.9376541455315265,0.7674214224277064,0.38618872574195207,0.941769456815283,0.13991044295967126,1,0.39755160188693894
77,14678647.0,14750149.0,1846,85,0.04604550379198267,0.9385942363949713,6.771221081115517,1846.0,0.6810784674798519,0.76720347775251,0.9785884063784976,0.3923486398747049,0.5617144390998251,0.7516366218805934,0.761098400149165,0.9385942363949713,0.7673669362589073,0.39593406920326835,0.940975651710205,0.14010002740871486,1,0.45673719617076325
78,14750161.0,14824283.0,1845,71,0.03848238482384824,0.941399637539651,6.756014992561724,1845.0,0.6813907774279829,0.768701404080868,0.9799573763915355,0.3866136456971831,0.56269672973031,0.7534597283341201,0.7627841458386502,0.941399637539651,0.7677005532143975,0.4071773389929426,0.9410816481675666,0.1430950130024381,0,0.4079574807202579
